FID,ID1,Name,NAICSCode,NACSDescri,NAICSTitle,EmplRange,Phone,Fax,TollFree,EMail,WebAddress,StreetNo,StreetName,Street_Add,Bldg_No,Unit_No,PostalCode,Modified_D,PIN,Character,Ward
1768,88606,Consolidated Salvage Co. Ltd. - Retail Outlet,561990,Administrative,All Other Support Services,10 to 19,9052764230, , ,office@consolidatedsalvage.com,www.consolidatedsalvage.com,2446,Cawthra Rd,2446 Cawthra Rd,Bldg 3,1,L5A 3K6,2018/12/30 00:00:00+00,396300,Dixie EA,7
1769,88607,Multi Scale Charge Ltd. / Shooting Chrony Inc.,551114,Management,Head Offices,10 to 19,9055661255,9052766295, ,chrony@shootingchrony.com,www.shootingchrony.com,2446,Cawthra Rd,2446 Cawthra Rd,Bldg 1,8,L5A 3K6,2018/12/30 00:00:00+00,396300,Dixie EA,7
1770,2457,Beachwood Kitchen & Bath,337110,Manufacturing,Wood Kitchen Cabinet and Counter Top Manufacturing,1 to 4,905-897-2388, , ,virdi@beachwoodkitchenbath.ca,www.beachwoodkitchenbath.ca,2390,Cawthra Rd,2390 Cawthra Rd, ,1,L5A 2X1,2017/11/09 00:00:00+00,396500,Dixie EA,7
1771,3689,Elsen Electric Inc.,238210,Construction,Electrical Contractors and Other Wiring Installation Contractors,5 to 9,9052723460,9052723463, ,inquiries@elsenelectric.com,www.elsenelectric.com,2390,Cawthra Rd,2390 Cawthra Rd, ,3,L5A 2X1,2018/12/30 00:00:00+00,396500,Dixie EA,7
1772,3692,Europerfect H F Ltd. Staircase Rejuvenation,321919,Manufacturing,Other Millwork,5 to 9,905-272-6873,905-272-9202, ,office@stepcanada.com,www.stepcanada.com,2390,Cawthra Rd,2390 Cawthra Rd, ,5&6,L5A 2X1,2017/05/15 00:00:00+00,396500,Dixie EA,7
1773,3691,D S Signs,339950,Manufacturing,Sign Manufacturing,1 to 4,905-306-9303,905-306-9956, ,dssigns@bellnet.ca, ,2390,Cawthra Rd,2390 Cawthra Rd, ,4,L5A 2X1,2017/05/15 00:00:00+00,396500,Dixie EA,7
1774,87289,Quickfast Heating and Air Conditioning Inc.,238220,Construction,"Plumbing, Heating and Air-Conditioning Contractors",1 to 4,905-279-5556,905-279-5558, ,info@quickfasthvac.com,www.cfha.ca,2390,Cawthra Rd,2390 Cawthra Rd, ,2,L5A 2X1,2017/11/09 00:00:00+00,396500,Dixie EA,7
1775,88421,Frimatic Mechanical Ltd, , , ,N/A, , , , , ,2390,Cawthra Rd,2390 Cawthra Rd, ,10,L5A 2X1,2018/12/30 00:00:00+00,396500,Dixie EA,7
1776,3685,Lee & Martin Industries Ltd.,323113,Manufacturing,Commercial Screen Printing,20 to 49,905-896-3070,905-896-7116, ,services@leeandmartin.com,www.leeandmartin.com,2350,Cawthra Rd,2350 Cawthra Rd, ,1,L5A 2X1,2017/05/15 00:00:00+00,396700,Dixie EA,7
1777,3684,Euro Flooring & Kitchens,442210,Retail,Floor Covering Stores,1 to 4,9055668557,9055668007,8888895558,euroflooring@ymail.com,www.granitcounterskitchensmississauga.com,2350,Cawthra Rd,2350 Cawthra Rd, ,2&3,L5A 2X1,2018/12/30 00:00:00+00,396700,Dixie EA,7
1778,53026,n'Take EcoDurable Products,326111,Manufacturing,Plastic Bag Manufacturing,10 to 19,905-272-2247,905-272-2240, ,s.mitchell@n'take.com,www.ntake.com,615,Orwell St,615 Orwell St, ,1A,L5A 2W4,2017/05/15 00:00:00+00,397000,Dixie EA,7
1779,53027,Cooksville Tire Ltd.,415120,Wholesale,"Truck, Truck Tractor and Bus Wholesaler-Distributors",5 to 9,905-276-8270,905-276-8295, ,sales@cooksvilletire.com,www.cooksvilletire.com,615,Orwell St,615 Orwell St, ,1,L5A 2W4,2017/05/15 00:00:00+00,397000,Dixie EA,7
1780,2504,M L Catania Company Limited,413150,Wholesale,Fresh Fruit and Vegetable Wholesaler-Distributors,50 to 99,416-236-9394,416-236-3992, ,dan.kalynowsky@cataniaworldwide.com,www.cataniaworldwide.com,575,Orwell St,575 Orwell St, , ,L5A 2W4,2017/05/12 00:00:00+00,397100,Dixie EA,7
1781,10480,Owen Media Partners Inc.,511140,Information,Directory and Mailing List Publishers,10 to 19,905-803-9903,866-405-2203,1-844-990-6111,owen-media.com,www.owen-media.com,565,Orwell St,565 Orwell St, , ,L5A 2W4,2017/11/09 00:00:00+00,397100,Dixie EA,7
1782,57039,Arguson Projects Inc.,236220,Construction,Commercial and Institutional Building Construction,50 to 99,9058480707, , , , ,565,Orwell St,565 Orwell St, ,2,L5A 2W4,2018/12/30 00:00:00+00,397100,Dixie EA,7
1783,8452,Valet auto wash -Wash links,811192,Other Services,Car Washes,20 to 49,905-273-9357,905-273-7271, , , ,655,Queensway E,655 Queensway E, , ,L5A 3X6,2018/09/28 00:00:00+00,397200,Dixie EA,7
1784,16472,Velocity,811192,Other Services,Car Washes,20 to 49,905-273-9357,905-273-7274, , , ,655,Queensway E,655 Queensway E, , ,L5A 3X6,2018/09/29 00:00:00+00,397200,Dixie EA,7
1785,50835,Petro Canada,447190,Retail,Other Gasoline Stations,1 to 4,905-275-3966,905-275-3966,1-866-826-7779, ,www.petro-canada.ca,655,Queensway E,655 Queensway E, , ,L5A 3X6,2017/11/09 00:00:00+00,397200,Dixie EA,7
1786,51882,Eggsmart,722511,Accommodation,Full-service restaurants,5 to 9,905-273-6520, , , , ,655,Queensway E,655 Queensway E, , ,L5A 3X6,2017/05/15 00:00:00+00,397200,Dixie EA,7
1787,87288,True Blue Auto Repairs Inc.,811111,Other Services,General Automotive Repair,1 to 4,905-896-9989, , ,trueblueautorepairs@hotmail.com, ,655,Queensway E,655 Queensway E, , ,L5A 3X6,2017/11/09 00:00:00+00,397200,Dixie EA,7
1788,2485,T D S Dancespace,611610,Educational,Fine Arts Schools,1 to 4,905-272-2772, , ,shannon@tdsdancespace.com,www.tdsdancespace.com,2375,Tedlo St,2375 Tedlo St, ,6A,L5A 3W7,2017/11/09 00:00:00+00,397300,Dixie EA,7
1789,2490,Style Millwork Ltd.,321919,Manufacturing,Other Millwork,1 to 4,905-897-6100,905-897-6106, ,info@stylemillwork.com,www.stylemillwork.com,2375,Tedlo St,2375 Tedlo St, ,1&2,L5A 3W7,2017/11/09 00:00:00+00,397300,Dixie EA,7
1790,15775,Lakeview Millwork Ltd.,337126,Manufacturing,Household Furniture (except Wood and Upholstered) Manufacturing,5 to 9,905-270-8400,905-270-8001, ,reception@lvmw.net,www.lakeviewmillwork.com,600,Orwell St,600 Orwell St, ,22 to 25,L5A 3R9,2017/05/15 00:00:00+00,397300,Dixie EA,7
1791,15773,O F C Distribution Inc.,488519,Transportation,Other Freight Transportation Arrangement,10 to 19,905-270-2009,905-270-5157, ,orientalfoodcentre@gmail.com, ,580,Orwell St,580 Orwell St, , ,L5A 3V7,2017/11/09 00:00:00+00,397300,Dixie EA,7
1792,15781,Utours,541990,Professional,"All Other Professional, Scientific and Technical Services",1 to 4,4168854685, , , ,www.experiencediamond.com,600,Orwell St,600 Orwell St, ,9,L5A 3R9,2018/12/30 00:00:00+00,397300,Dixie EA,7
1793,15779,Ste-alco Ltd.,332329,Manufacturing,Other Ornamental and Architectural Metal Product Manufacturing,5 to 9,905-281-8985,905-281-8987, , , ,600,Orwell St,600 Orwell St, ,26,L5A 3R9,2017/11/09 00:00:00+00,397300,Dixie EA,7
1794,15778,Dock Products Canada,333920,Manufacturing,Material Handling Equipment Manufacturing,20 to 49,905-276-0565,905-276-6512,1-877-316-6557,info@dockproductscanada.com,www.dockproductscanada.com,600,Orwell St,600 Orwell St, ,6-8&18-19,L5A 3R9,2017/11/09 00:00:00+00,397300,Dixie EA,7
1795,15780,Cawthra Electrical Supplies Inc.,416110,Wholesale,Electrical Wiring and Construction Supplies Wholesaler-Distributors,1 to 4,905-804-8181,905-804-1405, , , ,600,Orwell St,600 Orwell St, ,16&17,L5A 3R9,2017/11/09 00:00:00+00,397300,Dixie EA,7
1796,16465,Acorn Packaging,326111,Manufacturing,Plastic Bag Manufacturing,100 to 299,905-279-5256,905-279-3234, , ,www.acornpkg.com,563,Queensway E,563 Queensway E, ,A & B,L5A 3X6,2017/05/12 00:00:00+00,397300,Dixie EA,7
1797,16467,X-Tile Canada,414320,Wholesale,Floor Covering Wholesaler-Distributors,1 to 4,905-949-8453,905-949-6556, ,esaunders@x-tile.net,www.x-tile.net,563,Queensway E,563 Queensway E, ,C,L5A 3X6,2017/05/12 00:00:00+00,397300,Dixie EA,7
1798,18975,"Cancopak, Trius Distribution, 1750498 Ontario",561910,Administrative,Packaging and Labelling Services,10 to 19,416-759-8777,905-268-1065, , ,www.cancopak.com,2355,Tedlo St,2355 Tedlo St, ,11 to 13,L5A 3W7,2017/05/12 00:00:00+00,397300,Dixie EA,7
1799,18977,Contek Building Group,236220,Construction,Commercial and Institutional Building Construction,10 to 19,9052723408, , ,contekbuildinggroup@bellnet.ca, ,2355,Tedlo St,2355 Tedlo St, ,5,L5A 3W7,2018/12/30 00:00:00+00,397300,Dixie EA,7
1800,18976,Electro Kleen Alloy Polishing Ltd.,332810,Manufacturing,"Coating, Engraving, Cold and Heat Treating and Allied Activities",5 to 9,905-273-9808,905-273-5979,1-800-649-1172,info@electro-kleen.com,www.electro-kleen.com,2355,Tedlo St,2355 Tedlo St, ,6 to 10,L5A 3W7,2017/05/12 00:00:00+00,397300,Dixie EA,7
1801,18982,Meldrum Meat Packers,413160,Wholesale,Red Meat and Meat Product Wholesaler-Distributors,1 to 4,905-566-9197,905-566-5953, , , ,2375,Tedlo St,2375 Tedlo St, ,7,L5A 3W7,2017/05/12 00:00:00+00,397300,Dixie EA,7
1802,47821,Tones Media Inc.,323115,Manufacturing,Digital Printing,1 to 4,647-478-7575, , ,info@tones-media.com,www.tones-media.com,2355,Tedlo St,2355 Tedlo St, ,3,L5A 3W7,2017/11/09 00:00:00+00,397300,Dixie EA,7
1803,53022,Just Shoot It Hockey Instruction Centre,713940,Arts,Fitness and Recreational Sports Centres,1 to 4,905-272-3333, , ,doug@justshootit.ca,www.justshootit.ca,600,Orwell St,600 Orwell St, ,15,L5A 3R9,2017/05/15 00:00:00+00,397300,Dixie EA,7
1804,84631,KKP Design Print and More- legal name: 2118887 Ontario inc,323115,Manufacturing,Digital Printing,5 to 9,905-272-4070,905-272-4170, ,Lidwin@mykkp.ca,www.imageonprint.com,600,Orwell St,600 Orwell St, ,1&2,L5A 3R9,2017/05/15 00:00:00+00,397300,Dixie EA,7
1805,84642,Royal Roofing,238160,Construction,Roofing Contractors,1 to 4,416-880-7625, , , ,www.royalroofinginc.com,2355,Tedlo St,2355 Tedlo St, ,4,L5A 3W7,2017/11/09 00:00:00+00,397300,Dixie EA,7
1806,88426,PureAuto,811121,Other Services,"Automotive Body, Paint and Interior Repair and Maintenance",1 to 4,4168949147, , ,info@pureauto.ca,www.pureauto.ca,600,Orwell St,600 Orwell St, ,28&29,L5A 3R9,2018/12/30 00:00:00+00,397300,Dixie EA,7
1807,18846,Curry's Artists Materials Ltd,453999,Retail,All Other Miscellaneous Store Retailers (except Beer and Wine-Making Supplies Stores),20 to 49,905-272-1466,905-272-0778, ,pr@currys.com,www.currys.com,2485,Tedlo St,2485 Tedlo St, ,3,L5A 4A8,2017/05/15 00:00:00+00,397400,Dixie EA,7
1808,2496,Roberts Company Canada Ltd.,325999,Manufacturing,All Other Miscellaneous Chemical Product Manufacturing,1 to 4,9052757545,9052757025, ,jcao@qep.com,www.robertsconsolidated.com,2525,Tedlo St,2525 Tedlo St, ,B,L5A 4A8,2018/12/30 00:00:00+00,397500,Dixie EA,7
1809,87286,Vape Brand International Inc.,413310,Wholesale,Cigarette and Tobacco Product Wholesaler-Distributors,20 to 49, , ,1-844-827-3667,support@vapebrands.ca,www.vapebrands.ca,2525,Tedlo St,2525 Tedlo St, ,A,L5A 4A8,2017/11/09 00:00:00+00,397500,Dixie EA,7
1810,19002,Trans-Border Transport Consultants Ltd.,488519,Transportation,Other Freight Transportation Arrangement,1 to 4,905-273-5711,905-273-4579, ,trans.border@on.aibn.com, ,2510,Tedlo St,2510 Tedlo St, , ,L5A 4A9,2017/11/09 00:00:00+00,397700,Dixie EA,7
1811,19001,Gumpert's Canada Ltd,311814,Manufacturing,Commercial Bakeries and Frozen Bakery Product Manufacturing,50 to 99,905-279-2600,905-279-2797,1-800-387-9324,info@gumpert.com,www.gumpert.com,2500,Tedlo St,2500 Tedlo St, , ,L5A 4A9,2017/11/09 00:00:00+00,397700,Dixie EA,7
1812,45916,Quantum Document Solutions Inc.,417990,Wholesale,"All Other Machinery, Equipment and Supplies Wholesaler-Distributors",10 to 19,905-615-8778,905-615-9779, ,admin@quantumdocument.com,www.quantumdocument.com,2510,Tedlo St,2510 Tedlo St, , ,L5A 4A9,2017/05/15 00:00:00+00,397700,Dixie EA,7
1813,18999,Saving Hope,515120,Information,Television Broadcasting,100 to 299,905-276-3222,905-276-2555, ,savinghopefive@gmail.com,www.ctv.ca/savinghope.aspx,2480,Tedlo St,2480 Tedlo St, , ,L5A 3V3,2017/05/15 00:00:00+00,397800,Dixie EA,7
1814,16488,Travese Rescue LLC,339110,Manufacturing,Medical Equipment and Supplies Manufacturing,5 to 9,9056150909,9056151367,8669987866,info@tarveserescue.ca,www.traveserescue.com,2460,Tedlo St,2460 Tedlo St, , ,L5A 3V3,2018/12/30 00:00:00+00,397900,Dixie EA,7
1815,86042,Ferno Canada Inc.,621990,Health Care,All Other Ambulatory Health Care Services,20 to 49,905-615-0909,905-615-1199, , ,www.fernocanada.ca,2460,Tedlo St,2460 Tedlo St, , ,L5A 3V3,2017/05/15 00:00:00+00,397900,Dixie EA,7
1816,83692,F M A V,541840,Professional,Media Representatives,100 to 299,905-281-9000,905-281-8685, ,toronto@fmav.ca,www.fmav.ca,2440,Tedlo St,2440 Tedlo St, , ,L5A 3V3,2017/11/09 00:00:00+00,398000,Dixie EA,7
1817,18985,Columbia Machine (Canada) Ltd.,417210,Wholesale,"Construction and Forestry Machinery, Equipment and Supplies Wholesaler-Distributors",1 to 4,905-279-5630, , ,colcan@on.aibn.com,www.columbiamachine.com,2410,Tedlo St,2410 Tedlo St, ,14&15,L5A 3V3,2017/11/09 00:00:00+00,398100,Dixie EA,7
1818,18988,R M A C Surgical Inc.,322299,Manufacturing,All Other Converted Paper Product Manufacturing,10 to 19,905-306-8888,905-306-1755,1-888-299-2661,sales@pharmatags.com,www.pharmatags.com,2410,Tedlo St,2410 Tedlo St, ,11&12,L5A 3V3,2017/05/15 00:00:00+00,398100,Dixie EA,7
1819,18987,Marufumi Foods,311990,Manufacturing,All Other Food Manufacturing,1 to 4,905-273-6699,905-273-6152, , , ,2410,Tedlo St,2410 Tedlo St, ,8,L5A 3V3,2017/11/09 00:00:00+00,398100,Dixie EA,7
1820,18989,Loyal Creative Designs Ltd.,321999,Manufacturing,All Other Miscellaneous Wood Product Manufacturing,1 to 4,9055668688,9055668378, ,johnd@lcdesign.ca, ,2410,Tedlo St,2410 Tedlo St, ,7,L5A 3V3,2018/12/30 00:00:00+00,398100,Dixie EA,7
1821,53024,Jamia Islamia Canada,813110,Other Services,Religious Organizations,1 to 4,905-279-3040, , ,jamia@jamiaislamia.org,www.jamiaislamia.org,2380,Tedlo St,2380 Tedlo St, , ,L5A 3V3,2017/11/09 00:00:00+00,398200,Dixie EA,7
1822,8479,Event Direct,453999,Retail,All Other Miscellaneous Store Retailers (except Beer and Wine-Making Supplies Stores),1 to 4,905-848-1818,905-848-1377, ,brian@eventdirect.ca,www.eventdirect.ca,505,Queensway E,505 Queensway E, ,2,L5A 4B4,2017/05/12 00:00:00+00,398400,Dixie EA,7
1823,16449,Broker Link Auto/Home/Business Insurance,524210,Finance,Insurance Agencies and Brokerages,5 to 9,9052704727,9052704720, , ,www.brokerlink.ca,505,Queensway E,505 Queensway E, ,201E,L5A 4B4,2018/12/30 00:00:00+00,398400,Dixie EA,7
1824,16448,Factory Tile Depot Mississauga,442210,Retail,Floor Covering Stores,5 to 9,905-277-1760,905-277-2293, ,info@factorytiledepot.ca,www.factorytiledepot.ca,505,Queensway E,505 Queensway E, ,5 to 7,L5A 4B4,2017/11/09 00:00:00+00,398400,Dixie EA,7
1825,16457,Aspen Wood Floors Ltd.,414320,Wholesale,Floor Covering Wholesaler-Distributors,5 to 9,905-281-2900,905-281-2902, ,sales@aspenwoodfloors.com,www.aspenwoodfloors.com,505,Queensway E,505 Queensway E, ,8&9,L5A 4B4,2017/05/12 00:00:00+00,398400,Dixie EA,7
1826,16462,S and S Sports Limited - Trophy Shop,453999,Retail,All Other Miscellaneous Store Retailers (except Beer and Wine-Making Supplies Stores),5 to 9,905-276-8644, , ,trophyshop@rogers.com,www.trophyshopawards.com,505,Queensway E,505 Queensway E, ,1,L5A 4B4,2017/05/12 00:00:00+00,398400,Dixie EA,7
1827,18973,All Shine Hardwood Inc.,238350,Construction,Finish Carpentry Contractors,1 to 4,416-678-5555, , ,allshinehardwood@rogers.com,www.allshinehardwoodfloors.com,2320,Tedlo St,2320 Tedlo St, ,1,L5A 4A2,2017/05/12 00:00:00+00,398400,Dixie EA,7
1828,54312,Emerson Group,323113,Manufacturing,Commercial Screen Printing,10 to 19,905-272-1982,905-272-1983, ,chris@emersondesign.com,www.emersondesign.com,2320,Tedlo St,2320 Tedlo St, ,7 to 9,L5A 4A2,2017/05/12 00:00:00+00,398400,Dixie EA,7
1829,54307,J R M Aluminum & Glass Inc.,327215,Manufacturing,Glass Product Manufacturing from Purchased Glass,10 to 19,905-566-5677,905-277-5677, ,jrmaluminum@rogers.com, ,2320,Tedlo St,2320 Tedlo St, ,2,L5A 4A2,2017/05/12 00:00:00+00,398400,Dixie EA,7
1830,54308,Borek Equipment,332510,Manufacturing,Hardware Manufacturing,1 to 4,905-625-7734,905-495-6668, ,borek@bellnet.ca,www.borekequipment.ca,2320,Tedlo St,2320 Tedlo St, ,3 to 5,L5A 4A2,2017/05/12 00:00:00+00,398400,Dixie EA,7
1831,84103,BW Art Architects Inc.,541310,Professional,Architectural Services,1 to 4,9052381330,9052381332, ,bwartdesign@gmail.com, ,505,Queensway E,505 Queensway E, ,207E,L5A 4B4,2018/12/30 00:00:00+00,398400,Dixie EA,7
1832,84105,Accounting & Consulting Services of Canada Inc.,541611,Professional,Administrative Management and General Management Consulting Services,1 to 4,905-878-6202,905-848-0755, ,wg4007@aol.com, ,505,Queensway E,505 Queensway E, ,203E,L5A 4B4,2017/05/12 00:00:00+00,398400,Dixie EA,7
1833,15216,Hinspergers Poly Industries Ltd.,326198,Manufacturing,All Other Plastic Product Manufacturing,20 to 49,905-272-0144,905-272-3769,1-800-461-3215,sales@hinspergers.com,www.hinspergers.com,645,Needham Lane,645 Needham Lane, , ,L5A 1T9,2017/11/09 00:00:00+00,426600,Dixie EA,7
1834,87287,St. Mary's Syriac Church,813110,Other Services,Religious organizations,N/A,9052708000, , , , ,2521,Tedlo St,2521 Tedlo St, , ,L5A 4A8,2018/12/30 00:00:00+00,426800,Dixie EA,7
1835,4082,Camilla Road Senior Public School,611110,Educational,Elementary and Secondary Schools,50 to 99,905-270-0845,905-270-9285, , , ,201,Cherry Post Dr,201 Cherry Post Dr, , ,L5A 1J1,2018/12/30 00:00:00+00,466300,Cooksville NHD (East),7
1836,19004,Munden Park Public School,611110,Educational,Elementary and Secondary Schools,20 to 49,905-279-9251,905-279-2784, , ,www.peel.edu.on.ca/mundenpark,515,Tedwyn Dr,515 Tedwyn Dr, , ,L5A 1J8,2018/12/30 00:00:00+00,474600,Cooksville NHD (East),7
1837,10386,Contract Supply Corporation Ltd.,321999,Manufacturing,All Other Miscellaneous Wood Product Manufacturing,20 to 49,905-804-8808,905-804-8788,1-800-292-0486,sales@contractsupply.ca,www.contractsupply.ca,2555,Hensall St,2555 Hensall St, , ,L5E 2T1,2017/05/12 00:00:00+00,479500,Dixie EA,7
1838,10378,Rutenberg Sales Ltd.,416110,Wholesale,Electrical Wiring and Construction Supplies Wholesaler-Distributors,20 to 49,905-848-2255,905-848-9737, ,lighting@rutenbergsales.com,www.rutenbergsales.com,500,Hensall Cir,500 Hensall Cir, ,1,L5A 1Y1,2017/11/09 00:00:00+00,479600,Dixie EA,7
1839,10377,Sweet Temptation Bakery Inc.,413190,Wholesale,Other Specialty-Line Food Wholesaler-Distributors,10 to 19,905-272-2161,905-272-0171, , , ,500,Hensall Cir,500 Hensall Cir, ,4&5,L5A 1Y1,2017/05/12 00:00:00+00,479600,Dixie EA,7
1840,10385,Exceltec Dental Laboratory Inc.,339110,Manufacturing,Medical Equipment and Supplies Manufacturing,1 to 4,9052735933, , ,exceltecdentallab@rogers.com, ,500,Hensall Cir,500 Hensall Cir, ,6,L5A 1Y1,2018/12/30 00:00:00+00,479600,Dixie EA,7
1841,10389,"Patch, Lynne Aquatics Inc.",611620,Educational,Athletic Instruction,20 to 49,905-897-7946, , ,info@swimlpa.com,www.swimlpa.com,500,Hensall Cir,500 Hensall Cir, ,3,L5A 1Y1,2017/11/09 00:00:00+00,479600,Dixie EA,7
1842,45919,Speedy Image Signs,339950,Manufacturing,Sign Manufacturing,1 to 4,416-738-9599,905-279-9689, ,speedyimagesign@hotmail.com,www.speedyimagesigns.com,500,Hensall Cir,500 Hensall Cir, ,7,L5A 1Y1,2017/05/12 00:00:00+00,479600,Dixie EA,7
1843,10368,Erindale Station Garage Inc.,811111,Other Services,General Automotive Repair,1 to 4,905-277-2094,905-361-3156, , , ,2558,Hensall St,2558 Hensall St, ,A,L5A 2T3,2017/11/08 00:00:00+00,479700,Cooksville NHD (East),7
1844,10387,Alpha Auto Trim Ltd.,415310,Wholesale,Used Motor Vehicle Parts and Accessories Wholesaler-Distributors,1 to 4,905-279-8872,905-279-8874, ,alphaautotrimltd@gmail.com,www.alphaautotrimltd.com,2558,Hensall St,2558 Hensall St, ,B,L5A 2T3,2017/11/08 00:00:00+00,479700,Cooksville NHD (East),7
1845,10375,"Biss, Stephen R. Barrister & Solicitor",541110,Professional,Offices of Lawyers,1 to 4,905-273-3322,905-270-0130,1-877-273-3322, ,www.lawyers.ca,470,Hensall Cir,470 Hensall Cir, ,303,L5A 3V4,2017/11/08 00:00:00+00,487500,Cooksville NHD (East),7
1846,10374,Nhu-Y Nguyen,541110,Professional,Offices of Lawyers,1 to 4,416-900-7558,866-581-1203, ,nguyen@guyenfamily.law.com,www.nguyenfamillaw.ca,470,Hensall Cir,470 Hensall Cir, ,301,L5A 3V4,2017/11/08 00:00:00+00,487500,Cooksville NHD (East),7
1847,10384,Allergy and Asthma Clinic,621110,Health Care,Offices of Physicians,1 to 4,905-566-0555,905-566-5294, , , ,470,Hensall Cir,470 Hensall Cir, ,100,L5A 3V4,2017/11/08 00:00:00+00,487500,Cooksville NHD (East),7
1848,10381,Cooksville Steel Limited,332319,Manufacturing,Other Plate Work and Fabricated Structural Product Manufacturing,20 to 49,905-277-9538,905-277-1356, , ,www.cooksvillesteel.com,510,Hensall Cir,510 Hensall Cir, , ,L5A 1Y1,2017/05/15 00:00:00+00,487600,Dixie EA,7
1849,10382,C J Group of Companies, , , ,N/A,4165880808, , , ,www.cjgroupofcompanies.com,560,Hensall Cir,560 Hensall Cir, , ,L5A 1Y1,2018/12/30 00:00:00+00,487800,Dixie EA,7
1850,4698,Clifton Public School,611110,Educational,Elementary and Secondary Schools,20 to 49,905-277-2611,905-277-4965, , , ,2389,Cliff Rd,2389 Cliff Rd, , ,L5A 2P1,2018/12/30 00:00:00+00,501400,Cooksville NHD (East),7
1851,4697,St. Timothy Catholic Elementary School,611110,Educational,Elementary and Secondary Schools,50 to 99,9052770990,9052775570, , ,www.dpcdsb.org,2214,Cliff Rd,2214 Cliff Rd, , ,L5A 2N9,2018/12/30 00:00:00+00,508100,Cooksville NHD (East),7
